chronic_id,records,observed_episodes,first_record_index,last_record_index,minimum_timestep,maximum_timestep,mean_max_rho,mean_disconnected_lines,normal_records,overload_records,line_trip_records,cascade_records
1837,8,1,105361,105368,53,61,0.731573,8.125,1,0,6,1
1838,77,1,105369,105445,15,266,0.807474,1.883117,4,6,54,13
1839,25,1,105446,105470,25,65,0.720237,3.24,2,0,22,1
1840,6,1,105471,105476,1,16,0.926807,10.166667,3,2,0,1
1841,3,1,105477,105479,17,19,1.183943,20.333333,0,2,0,1
1842,17,1,105480,105496,16,73,0.859937,4.411765,2,3,11,1
1843,16,1,105497,105512,14,50,0.822876,4.6875,1,2,12,1
1844,115,1,105513,105627,2,159,0.914866,2.469565,0,14,47,54
1845,18,1,105628,105645,3,83,0.922018,4.0,4,2,11,1
1846,35,1,105646,105680,17,146,0.847989,2.542857,4,2,28,1
1847,74,1,105681,105754,5,92,0.882626,2.202703,0,8,42,24
1848,8,1,105755,105762,17,24,0.905253,8.5,0,2,5,1
1849,27,1,105763,105789,9,114,0.802227,3.296296,2,0,18,7
1850,71,1,105790,105860,3,207,0.81833,1.901408,5,7,55,4
1851,62,1,105861,105922,2,96,0.753715,2.129032,0,0,49,13
1852,36,1,105923,105958,2,48,0.890386,2.638889,0,4,31,1
1853,19,1,105959,105977,3,72,0.8648,3.947368,2,2,14,1
1854,19,1,105978,105996,5,26,0.815118,4.263158,0,2,14,3
1855,3,1,105997,105999,4,6,0.703829,20.333333,0,2,0,1
1856,35,1,106000,106034,0,152,0.915435,2.8,3,7,24,1
1857,95,1,106035,106129,7,211,0.770317,2.178947,1,2,45,47
1858,30,1,106130,106159,13,85,0.805229,2.933333,1,2,26,1
1859,63,1,106160,106222,16,256,0.867128,2.365079,4,2,34,23
1860,101,1,106223,106323,23,186,0.884473,2.405941,1,7,37,56
1861,10,1,106324,106333,1,26,1.100467,7.6,1,6,2,1
1862,33,1,106334,106366,13,87,0.844792,3.242424,4,4,16,9
1863,123,1,106367,106489,3,368,0.842609,2.02439,4,12,78,29
1864,16,1,106490,106505,0,100,0.7537,4.625,0,0,15,1
1865,8,1,106506,106513,37,87,0.751209,7.875,3,0,4,1
1866,20,1,106514,106533,18,65,0.746746,3.9,0,0,19,1
1867,74,1,106534,106607,27,193,0.869473,2.391892,2,6,44,22
1868,3,1,106608,106610,31,63,0.505497,20.0,1,0,1,1
1869,3,1,106611,106613,3,5,0.767335,20.333333,0,2,0,1
1870,5,1,106614,106618,5,20,1.222294,12.6,1,3,0,1
1871,6,1,106619,106624,23,50,0.611925,10.666667,0,0,5,1
1872,24,1,106625,106648,3,26,0.784094,4.041667,0,2,10,12
1873,10,1,106649,106658,29,44,0.920225,7.1,0,3,4,3
1874,42,1,106659,106700,10,86,0.887333,2.833333,0,5,23,14
1875,31,1,106701,106731,6,67,0.796836,3.0,0,1,25,5
1876,2,1,106732,106733,18,19,0.721829,30.0,0,1,0,1
1877,81,1,106734,106814,5,229,0.828617,1.641975,6,1,73,1
1878,13,1,106815,106827,21,33,0.775432,5.769231,0,0,8,5
1879,91,1,106828,106918,39,320,0.867158,1.67033,3,6,78,4
1880,65,1,106919,106983,11,161,0.862888,2.446154,3,2,43,17
1881,6,1,106984,106989,11,26,0.666353,10.666667,0,0,5,1
1882,3,1,106990,106992,8,10,0.56054,20.333333,0,0,2,1
1883,4,1,106993,106996,2,15,0.779407,15.25,1,2,0,1
1884,8,1,106997,107004,7,56,1.109327,8.5,0,4,3,1
1885,17,1,107005,107021,7,95,0.753303,4.117647,5,3,8,1
1886,6,1,107022,107027,1,8,0.814778,10.666667,0,2,3,1
1887,4,1,107028,107031,4,10,0.729299,15.25,1,2,0,1
1888,17,1,107032,107048,6,74,0.871616,4.529412,1,3,12,1
1889,4,1,107049,107052,17,20,0.729147,16.0,0,2,1,1
1890,11,1,107053,107063,46,93,0.958494,6.545455,1,2,3,5
1891,26,1,107064,107089,23,48,0.796153,3.230769,0,0,25,1
1892,27,1,107090,107116,9,143,0.85632,3.666667,3,5,11,8
1893,5,1,107117,107121,6,31,0.874337,12.4,1,3,0,1
1894,7,1,107122,107128,14,55,0.889481,9.142857,1,3,2,1
1895,102,1,107129,107230,8,158,0.829479,2.127451,2,4,62,34
1896,27,1,107231,107257,11,158,0.875897,3.148148,0,0,26,1
1897,23,1,107258,107280,0,104,0.815976,3.478261,1,0,21,1
1898,4,1,107281,107284,3,29,0.597845,15.25,1,0,2,1
1899,40,1,107285,107324,25,65,0.801273,2.5,0,3,36,1
1900,71,1,107325,107395,8,246,0.908198,2.957746,2,8,23,38
1901,34,1,107396,107429,9,42,0.845518,2.970588,0,4,29,1
1902,61,1,107430,107490,9,193,0.866912,2.0,1,2,55,3
1903,7,1,107491,107497,39,83,0.943172,9.142857,1,2,3,1
1904,16,1,107498,107513,20,81,0.815996,4.8125,0,4,10,2
1905,32,1,107514,107545,21,89,0.861141,3.5625,0,8,13,11
1906,112,1,107546,107657,29,374,0.880735,2.303571,3,8,55,46
1907,14,1,107658,107671,0,83,0.820812,4.928571,3,0,10,1
1908,24,1,107672,107695,11,46,0.858288,3.708333,0,2,16,6
1909,6,1,107696,107701,2,7,1.064345,12.0,0,4,1,1
1910,1,1,107702,107702,8,8,0.0,59.0,0,0,0,1
1911,46,1,107703,107748,2,130,0.926279,2.369565,2,6,37,1
1912,17,1,107749,107765,8,102,0.908051,4.588235,2,3,6,6
1913,26,1,107766,107791,18,129,0.910176,3.5,2,4,13,7
1914,29,1,107792,107820,16,113,0.829397,3.206897,1,4,22,2
1915,60,1,107821,107880,16,93,0.792595,1.966667,1,2,56,1
1916,13,1,107881,107893,12,27,1.042622,7.153846,0,7,3,3
1917,8,1,107894,107901,10,54,0.896575,8.125,1,2,4,1
1918,8,1,107902,107909,4,27,1.068953,8.5,0,4,3,1
1919,3,1,107910,107912,8,10,1.271877,20.333333,0,2,0,1
1920,16,1,107913,107928,3,99,0.792047,4.4375,3,2,10,1
1921,18,1,107929,107946,7,43,0.851345,4.277778,1,3,12,2
1922,4,1,107947,107950,4,13,0.713528,15.25,1,2,0,1
1923,127,1,107951,108077,14,360,0.845659,1.84252,4,1,69,53
1924,3,1,108078,108080,3,5,1.153846,20.333333,0,2,0,1
1925,66,1,108081,108146,5,112,0.885817,2.530303,1,8,25,32
1926,62,1,108147,108208,29,246,0.825346,2.145161,1,3,48,10
1927,24,1,108209,108232,5,155,0.818348,3.416667,2,2,19,1
1928,87,1,108233,108319,73,207,0.839899,1.655172,1,2,83,1
1929,24,1,108320,108343,2,91,0.857905,3.375,1,2,20,1
1930,112,1,108344,108455,1,291,0.939766,2.223214,4,16,57,35
1931,10,1,108456,108465,11,93,1.004659,6.7,1,3,5,1
1932,40,1,108466,108505,6,218,0.790375,2.375,3,0,36,1
1933,72,1,108506,108577,22,213,0.795691,2.027778,1,4,49,18
1934,70,1,108578,108647,8,163,0.818189,1.771429,4,0,65,1
1935,1,1,108648,108648,14,14,0.0,59.0,0,0,0,1
1936,34,1,108649,108682,2,67,0.820948,2.941176,0,2,27,5
1937,10,1,108683,108692,24,120,0.702057,6.5,3,0,6,1
1938,13,1,108693,108705,14,26,0.853122,5.692308,0,4,7,2
1939,16,1,108706,108721,5,114,0.839516,4.5625,3,2,10,1
1940,54,1,108722,108775,23,88,0.80343,2.666667,0,4,20,30
1941,1,1,108776,108776,3,3,0.0,59.0,0,0,0,1
1942,55,1,108777,108831,1,241,0.857895,1.945455,6,1,47,1
1943,5,1,108832,108836,18,90,0.641521,12.2,2,0,2,1
1944,89,1,108837,108925,3,264,0.89744,1.662921,4,3,77,5
1945,19,1,108926,108944,1,204,0.988618,4.0,1,4,13,1
1946,162,1,108945,109106,19,493,0.907739,1.475309,7,6,123,26
1947,6,1,109107,109112,2,10,0.840833,10.833333,1,3,1,1
1948,55,1,109113,109167,12,149,0.841913,2.436364,4,4,27,20
1949,7,1,109168,109174,11,22,0.854032,10.0,1,4,1,1
1950,21,1,109175,109195,13,57,0.994486,4.047619,3,6,11,1
1951,34,1,109196,109229,0,98,0.924298,2.882353,3,4,17,10
1952,28,1,109230,109257,7,99,0.920946,4.107143,0,4,11,13
1953,120,1,109258,109377,17,337,0.852744,2.383333,5,7,56,52
1954,18,1,109378,109395,43,60,0.69719,4.222222,0,0,17,1
1955,13,1,109396,109408,36,66,0.745998,5.923077,1,0,4,8
1956,1,1,109409,109409,16,16,0.0,59.0,0,0,0,1
1957,124,1,109410,109533,4,420,0.90349,1.475806,8,12,102,2
1958,83,1,109534,109616,2,254,0.817483,2.120482,4,6,50,23
1959,7,1,109617,109623,6,67,0.974804,9.142857,1,2,3,1
1960,42,1,109624,109665,11,264,0.850726,2.761905,6,4,21,11
1961,158,1,109666,109823,5,430,0.833428,1.525316,3,9,126,20
1962,6,1,109824,109829,21,49,0.961942,10.166667,3,2,0,1
1963,9,1,109830,109838,29,66,0.90417,7.444444,0,2,6,1
1964,10,1,109839,109848,5,14,0.939796,7.7,0,6,2,2
1965,3,1,109849,109851,0,2,1.252597,20.333333,0,2,0,1
1966,26,1,109852,109877,33,75,0.814221,3.269231,1,2,22,1
1967,2,1,109878,109879,11,14,0.373958,30.0,0,0,1,1
1968,199,1,109880,110078,0,505,0.796556,1.61809,5,12,127,55
1969,41,1,110079,110119,1,63,0.877663,3.317073,1,8,15,17
1970,297,1,110120,110416,36,705,0.742262,2.16835,6,12,174,105
1971,55,1,110417,110471,1,134,0.844828,2.6,0,2,29,24
1972,63,1,110472,110534,17,126,0.660784,2.444444,1,2,23,37
1973,63,1,110535,110597,15,242,0.719103,2.047619,2,2,48,11
1974,251,1,110598,110848,24,651,0.737503,1.713147,5,11,149,86
1975,193,1,110849,111041,10,497,0.761079,1.927461,8,2,101,82
1976,293,1,111042,111334,27,887,0.701402,1.604096,12,1,210,70
1977,27,1,111335,111361,5,45,0.833647,4.074074,0,10,9,8
1978,81,1,111362,111442,5,302,0.683234,1.82716,9,0,56,16
1979,47,1,111443,111489,1,47,0.725541,2.893617,0,2,33,12
1980,67,1,111490,111556,3,215,0.824187,2.044776,3,6,48,10
1981,92,1,111557,111648,2,305,0.81532,1.891304,4,8,61,19
1982,66,1,111649,111714,3,203,0.771188,2.121212,3,6,43,14
1983,154,1,111715,111868,3,463,0.790075,1.558442,7,3,109,35
1984,40,1,111869,111908,8,147,0.750975,2.6,5,0,23,12
1985,148,1,111909,112056,9,357,0.795427,1.412162,3,9,124,12
1986,57,1,112057,112113,18,142,0.804581,2.350877,1,0,35,21
1987,49,1,112114,112162,21,201,0.757879,2.428571,1,6,28,14
1988,134,1,112163,112296,6,179,0.758552,1.776119,2,9,77,46
1989,462,1,112297,112758,20,1323,0.706272,1.242424,16,4,384,58
1990,128,1,112759,112886,4,403,0.765683,1.523438,5,2,106,15
1991,426,1,112887,113312,10,1012,0.783729,1.504695,13,15,268,130
1992,1,1,113313,113313,9,9,0.0,59.0,0,0,0,1
1993,204,1,113314,113517,3,516,0.723231,1.544118,10,13,126,55
1994,77,1,113518,113594,12,256,0.689222,1.87013,5,0,58,14
1995,137,1,113595,113731,16,683,0.720494,1.59854,10,5,89,33
1996,8,1,113732,113739,6,24,1.042101,8.875,0,7,0,1
1997,96,1,113740,113835,32,302,0.765881,3.177083,4,8,0,84
1998,14,1,113836,113849,8,64,0.984251,5.214286,1,12,0,1
1999,68,1,113850,113917,18,352,0.853104,3.0,5,8,0,55
2000,37,1,113918,113954,17,203,0.803545,3.189189,1,12,0,24
2001,96,1,113955,114050,94,599,0.761844,2.6875,3,4,0,89
2002,14,1,114051,114064,20,212,0.906784,6.071429,2,6,0,6
2003,9,1,114065,114073,43,240,0.757494,6.777778,6,2,0,1
2004,35,1,114074,114108,6,143,0.678667,4.228571,3,0,0,32
2005,45,1,114109,114153,6,80,0.739246,3.577778,0,0,0,45
2006,12,1,114154,114165,1,261,0.814965,5.75,5,2,0,5
2007,24,1,114166,114189,23,257,0.856825,3.875,7,8,0,9
2008,23,1,114190,114212,2,265,0.731226,4.043478,3,4,0,16
2009,73,1,114213,114285,31,588,0.746638,2.589041,7,4,0,62
2010,60,1,114286,114345,17,256,0.837039,3.1,4,6,0,50
2011,25,1,114346,114370,110,350,0.692762,4.0,3,1,0,21
2012,21,1,114371,114391,77,510,0.718515,4.238095,5,0,0,16
2013,4,1,114392,114395,17,23,1.070952,15.75,1,2,0,1
2014,87,1,114396,114482,7,871,0.778254,2.551724,5,5,0,77
2015,16,1,114483,114498,1,41,1.137682,7.1875,2,10,0,4
2016,31,1,114499,114529,3,65,0.81196,4.032258,1,7,0,23
2017,3,1,114530,114532,9,11,1.258152,21.0,0,2,0,1
2018,6,1,114533,114538,46,100,1.007256,10.166667,3,2,0,1
2019,10,1,114539,114548,17,110,0.960221,8.2,2,6,0,2
2020,30,1,114549,114578,4,527,0.845385,3.366667,9,6,0,15
2021,82,1,114579,114660,51,236,0.809667,3.573171,2,0,0,80
2022,2,1,114661,114662,45,107,0.478918,29.5,1,0,0,1
2023,93,1,114663,114755,11,203,0.689692,3.698925,0,0,0,93
2024,5,1,114756,114760,24,78,1.024337,13.0,2,2,0,1
2025,7,1,114761,114767,2,8,1.245982,10.142857,0,6,0,1
2026,26,1,114768,114793,10,192,0.706821,3.884615,4,6,0,16
2027,103,1,114794,114896,18,963,0.730447,3.038835,10,3,0,90
2028,29,1,114897,114925,34,227,0.768737,3.689655,3,4,0,22
2029,78,1,114926,115003,47,241,0.784404,3.038462,2,2,0,74
2030,2,1,115004,115005,8,41,0.380829,29.5,1,0,0,1
2031,6,1,115006,115011,22,47,1.167342,11.5,1,4,0,1
2032,29,1,115012,115040,18,62,0.801727,3.551724,0,9,0,20
2033,1,1,115041,115041,6,6,0.0,59.0,0,0,0,1
2034,25,1,115042,115066,8,248,0.785732,3.92,5,2,0,18
2035,7,1,115067,115073,90,96,0.979536,10.142857,0,6,0,1
2036,13,1,115074,115086,15,108,0.857318,5.923077,6,6,0,1
2037,70,1,115087,115156,24,483,0.827456,3.142857,3,15,0,52
2038,35,1,115157,115191,12,233,0.648617,3.342857,5,0,0,30
2039,42,1,115192,115233,12,187,0.887472,2.880952,3,16,0,23
2040,28,1,115234,115261,12,224,0.881007,4.428571,1,6,0,21
2041,28,1,115262,115289,45,190,0.841556,4.0,1,6,0,21
2042,8,1,115290,115297,6,17,1.199153,8.875,1,6,0,1
2043,5,1,115298,115302,18,169,0.761416,12.6,2,2,0,1
2044,58,1,115303,115360,102,760,0.882191,2.896552,3,4,0,51
2045,54,1,115361,115414,40,330,0.811526,2.833333,3,10,0,41
2046,90,1,115415,115504,9,734,0.828741,2.755556,8,14,0,68
2047,37,1,115505,115541,18,166,0.8033,4.108108,4,4,0,29
2048,3,1,115542,115544,33,35,0.832837,20.333333,0,2,0,1
2049,10,1,115545,115554,22,47,1.111418,7.5,0,9,0,1
2050,7,1,115555,115561,8,14,1.237996,10.142857,0,6,0,1
2051,5,1,115562,115566,17,191,0.635931,12.0,3,1,0,1
2052,1,1,115567,115567,13,13,0.0,59.0,0,0,0,1
2053,8,1,115568,115575,7,148,0.759856,7.625,5,2,0,1
2054,9,1,115576,115584,1,152,0.705254,7.666667,3,0,0,6
2055,3,1,115585,115587,15,17,0.726703,20.333333,0,2,0,1
2056,13,1,115588,115600,12,206,0.902136,6.307692,4,4,0,5
2057,11,1,115601,115611,13,103,0.911501,6.636364,2,4,0,5
2058,39,1,115612,115650,6,482,0.716941,3.076923,6,5,0,28
2059,3,1,115651,115653,13,15,0.891827,20.666667,0,2,0,1
2060,13,1,115654,115666,24,132,0.885838,5.923077,2,2,0,9
2061,78,1,115667,115744,7,305,0.738624,3.166667,3,2,0,73
2062,5,1,115745,115749,1,51,1.231618,12.4,1,3,0,1
2063,27,1,115750,115776,31,90,0.595423,4.037037,1,0,0,26
2064,67,1,115777,115843,23,458,0.920081,3.014925,7,13,0,47
2065,3,1,115844,115846,18,48,0.951005,20.333333,0,2,0,1
2066,1,1,115847,115847,11,11,0.0,59.0,0,0,0,1
2067,1,1,115848,115848,22,22,0.0,59.0,0,0,0,1
2068,8,1,115849,115856,56,94,0.82969,8.625,1,3,0,4
2069,8,1,115857,115864,71,231,0.736789,7.875,4,2,0,2
2070,7,1,115865,115871,31,118,0.883935,9.285714,2,4,0,1
2071,69,1,115872,115940,4,441,0.852495,2.782609,12,9,0,48
2072,52,1,115941,115992,27,172,0.830105,4.096154,0,2,0,50
2073,8,1,115993,116000,4,154,0.995112,7.875,3,4,0,1
2074,33,1,116001,116033,10,217,0.8203,3.515152,2,3,0,28
2075,3,1,116034,116036,16,18,0.951826,21.0,0,2,0,1
2076,12,1,116037,116048,54,297,0.732748,6.083333,4,0,0,8
2077,8,1,116049,116056,5,105,1.153974,9.625,3,4,0,1
2078,39,1,116057,116095,6,188,0.959216,3.410256,4,9,0,26
2079,41,1,116096,116136,25,513,0.795656,3.02439,7,2,0,32
2080,5,1,116137,116141,131,135,0.939734,13.0,0,4,0,1
2081,1,1,116142,116142,0,0,0.0,59.0,0,0,0,1
2082,5,1,116143,116147,61,65,1.418916,14.0,0,4,0,1
2083,3,1,116148,116150,65,67,0.675111,21.0,0,2,0,1
2084,9,1,116151,116159,9,87,0.941188,7.666667,1,7,0,1
2085,5,1,116160,116164,89,108,1.063263,13.0,0,2,0,3
2086,9,1,116165,116173,25,153,1.038557,7.666667,2,4,0,3
2087,3,1,116174,116176,178,180,1.012672,21.0,0,2,0,1
2088,13,1,116177,116189,59,204,0.753038,5.923077,3,2,0,8
2089,41,1,116190,116230,78,319,0.919978,3.365854,0,7,0,34
2090,1,1,116231,116231,15,15,0.0,59.0,0,0,0,1
2091,12,1,116232,116243,34,123,0.863589,6.083333,3,4,0,5
2092,1,1,116244,116244,27,27,0.0,59.0,0,0,0,1
2093,11,1,116245,116255,28,91,1.04723,7.363636,0,4,0,7
2094,18,1,116256,116273,20,59,0.979324,6.222222,0,9,0,9
2095,1,1,116274,116274,39,39,0.0,59.0,0,0,0,1
2096,3,1,116275,116277,24,146,0.516392,19.666667,2,0,0,1
2097,11,1,116278,116288,53,76,1.259034,6.909091,0,9,0,2
2098,11,1,116289,116299,11,102,0.831981,6.454545,3,4,0,4
2099,5,1,116300,116304,7,87,1.056071,12.6,1,2,0,2
2100,93,1,116305,116397,7,178,0.773326,2.935484,1,4,0,88
2101,4,1,116398,116401,6,56,1.015297,15.25,1,2,0,1
2102,4,1,116402,116405,9,16,1.015768,15.25,1,2,0,1
2103,1,1,116406,116406,9,9,0.0,59.0,0,0,0,1
2104,13,1,116407,116419,41,94,0.779775,6.076923,1,2,0,10
2105,8,1,116420,116427,12,128,0.856872,8.125,3,2,0,3
2106,3,1,116428,116430,16,18,0.881645,20.333333,0,2,0,1
2107,3,1,116431,116433,54,56,0.820347,20.333333,0,2,0,1
2108,1,1,116434,116434,47,47,0.0,59.0,0,0,0,1
2109,17,1,116435,116451,16,102,0.875461,5.176471,2,4,0,11
2110,6,1,116452,116457,37,58,0.736866,11.5,0,2,0,4
2111,7,1,116458,116464,16,67,1.098373,9.285714,2,4,0,1
2112,1,1,116465,116465,3,3,0.0,59.0,0,0,0,1
2113,84,1,116466,116549,14,428,0.79135,3.011905,5,2,0,77
2114,9,1,116550,116558,6,155,0.923016,7.0,4,4,0,1
2115,3,1,116559,116561,23,138,0.471861,19.666667,2,0,0,1
2116,141,1,116562,116702,156,947,0.763589,2.787234,7,2,0,132
2117,20,1,116703,116722,37,218,0.752481,4.45,4,2,0,14
2118,18,1,116723,116740,9,61,0.807411,5.166667,0,0,0,18
2119,144,1,116741,116884,12,696,0.772497,2.986111,10,13,0,121
2120,34,1,116885,116918,86,309,0.801179,3.529412,6,6,0,22
2121,54,1,116919,116972,50,226,0.773119,3.462963,1,5,0,48
2122,82,1,116973,117054,23,455,0.669452,3.268293,6,2,0,74
2123,59,1,117055,117113,11,412,0.734951,3.101695,4,4,0,51
2124,5,1,117114,117118,23,28,0.698603,13.4,0,0,0,5
2125,12,1,117119,117130,8,105,0.836848,6.583333,1,6,0,5
2126,63,1,117131,117193,14,164,0.750339,3.047619,2,9,0,52
2127,48,1,117194,117241,11,358,0.625584,3.270833,6,0,0,42
2128,49,1,117242,117290,47,498,0.80811,2.959184,5,6,0,38
2129,32,1,117291,117322,18,124,0.608326,4.0625,2,0,0,30
2130,79,1,117323,117401,25,624,0.81191,3.177215,7,7,0,65
2131,34,1,117402,117435,5,76,0.798978,3.558824,4,2,0,28
2132,10,1,117436,117445,28,62,1.009701,7.1,3,6,0,1
2133,48,1,117446,117493,16,316,0.704109,3.541667,3,2,0,43
2134,20,1,117494,117513,10,118,0.629293,4.75,1,0,0,19
2135,7,1,117514,117520,31,37,1.13938,10.142857,0,6,0,1
2136,6,1,117521,117526,75,180,0.542607,10.833333,2,0,0,4
2137,17,1,117527,117543,24,243,0.897735,4.882353,3,4,0,10
2138,29,1,117544,117572,61,327,0.752976,4.344828,0,0,0,29
2139,11,1,117573,117583,35,216,0.567992,7.0,1,0,0,10
2140,18,1,117584,117601,42,98,0.822463,4.722222,2,4,0,12
2141,9,1,117602,117610,12,65,0.993508,7.888889,2,6,0,1
2142,3,1,117611,117613,2,4,1.087342,20.333333,0,2,0,1
2143,7,1,117614,117620,20,26,1.190664,10.714286,0,6,0,1
2144,12,1,117621,117632,118,234,0.935067,6.333333,2,6,0,4
2145,7,1,117633,117639,10,60,1.557,10.428571,0,6,0,1
2146,79,1,117640,117718,35,551,0.721276,2.56962,11,6,0,62
2147,105,1,117719,117823,17,267,0.822255,3.228571,4,14,0,87
2148,24,1,117824,117847,32,191,0.691677,4.041667,3,2,0,19
2149,30,1,117848,117877,22,349,0.881129,3.466667,8,9,0,13
2150,78,1,117878,117955,41,539,0.703035,2.653846,4,2,0,72
2151,14,1,117956,117969,51,84,0.77763,6.071429,1,2,0,11
2152,171,1,117970,118140,20,1340,0.738609,2.22807,15,8,0,148
2153,25,1,118141,118165,5,89,0.772915,4.24,1,4,0,20
2154,44,1,118166,118209,27,381,0.720622,3.227273,6,3,0,35
2155,61,1,118210,118270,58,533,0.849585,2.672131,4,5,0,52
2156,9,1,118271,118279,71,79,0.773736,9.111111,0,0,0,9
2157,1,1,118280,118280,4,4,0.0,59.0,0,0,0,1
2158,15,1,118281,118295,2,182,0.911292,5.0,5,9,0,1
2159,5,1,118296,118300,10,50,0.877292,13.4,0,2,0,3
2160,4,1,118301,118304,2,5,0.825891,16.25,0,3,0,1
2161,1,1,118305,118305,5,5,0.0,59.0,0,0,0,1
2162,7,1,118306,118312,128,134,1.357311,10.428571,0,6,0,1
2163,6,1,118313,118318,25,47,1.323653,12.5,1,4,0,1
2164,1,1,118319,118319,23,23,0.0,59.0,0,0,0,1
2165,7,1,118320,118326,23,54,1.003299,10.142857,0,2,0,5
2166,3,1,118327,118329,14,16,0.698499,20.333333,0,2,0,1
2167,5,1,118330,118334,21,87,0.760744,12.2,2,2,0,1
2168,42,1,118335,118376,48,155,0.917746,4.309524,1,10,0,31
2169,12,1,118377,118388,5,62,1.340889,6.666667,2,9,0,1
2170,4,1,118389,118392,41,50,0.898192,15.75,0,2,0,2
2171,7,1,118393,118399,1,126,1.010215,8.857143,3,3,0,1
2172,10,1,118400,118409,13,28,0.813777,7.9,0,2,0,8
2173,1,1,118410,118410,35,35,0.0,59.0,0,0,0,1
2174,14,1,118411,118424,19,99,0.767876,5.642857,2,2,0,10
2175,18,1,118425,118442,12,179,0.787776,5.111111,2,0,0,16
2176,31,1,118443,118473,103,145,0.942162,4.451613,2,6,0,23
2177,33,1,118474,118506,3,273,0.905008,3.545455,8,2,0,23
2178,22,1,118507,118528,23,92,0.895341,4.681818,1,8,0,13
2179,63,1,118529,118591,105,396,0.923911,3.015873,3,9,0,51
2180,1,1,118592,118592,23,23,0.0,59.0,0,0,0,1
2181,2,1,118593,118594,13,15,0.34124,29.5,1,0,0,1
2182,4,1,118595,118598,61,93,0.800867,15.25,1,2,0,1
2183,11,1,118599,118609,27,129,1.057954,6.272727,4,5,0,2
2184,6,1,118610,118615,2,7,1.280984,12.5,0,5,0,1
2185,14,1,118616,118629,18,148,1.180051,5.5,4,9,0,1
2186,4,1,118630,118633,6,27,0.986739,15.25,1,2,0,1
2187,4,1,118634,118637,89,92,1.280506,16.25,0,3,0,1
2188,12,1,118638,118649,15,50,0.7561,6.583333,1,0,0,11
2189,4,1,118650,118653,11,28,1.12947,15.25,1,2,0,1
2190,34,1,118654,118687,49,121,0.93647,3.676471,2,3,0,29
2191,2,1,118688,118689,24,47,0.351801,29.5,1,0,0,1
2192,46,1,118690,118735,4,67,0.847791,3.76087,0,10,0,36
2193,3,1,118736,118738,33,35,1.256693,21.0,0,2,0,1
2194,1,1,118739,118739,25,25,0.0,59.0,0,0,0,1
2195,5,1,118740,118744,77,81,1.085117,13.0,0,4,0,1
2196,6,1,118745,118750,34,70,1.2241,11.5,1,4,0,1
2197,3,1,118751,118753,4,6,1.109399,20.333333,0,2,0,1
2198,3,1,118754,118756,15,17,1.110655,21.666667,0,2,0,1
2199,8,1,118757,118764,27,123,0.837106,7.625,2,5,0,1
2200,11,1,118765,118775,61,75,0.736886,7.272727,0,2,0,9
2201,2,1,118776,118777,12,16,0.347561,29.5,1,0,0,1
2202,11,1,118778,118788,22,32,0.898264,7.545455,0,4,0,7
2203,3,1,118789,118791,28,30,0.841809,20.333333,0,2,0,1
2204,2,1,118792,118793,23,72,0.368422,29.5,1,0,0,1
2205,4,1,118794,118797,1,69,0.973773,15.75,1,2,0,1
2206,6,1,118798,118803,29,86,1.08369,11.5,0,4,0,2
2207,4,1,118804,118807,1,147,0.609555,15.25,2,0,0,2
2208,7,1,118808,118814,21,65,1.078726,9.285714,1,4,0,2
2209,60,1,118815,118874,26,291,0.82837,3.166667,3,7,0,50
2210,8,1,118875,118882,21,90,0.865423,8.0,2,5,0,1
2211,1,1,118883,118883,13,13,0.0,59.0,0,0,0,1
2212,25,1,118884,118908,26,227,0.851389,3.88,1,6,0,18
2213,26,1,118909,118934,24,91,0.850663,4.5,2,6,0,18
2214,2,1,118935,118936,15,97,0.377322,29.5,1,0,0,1
2215,15,1,118937,118951,47,257,0.994558,5.133333,3,7,0,5
2216,14,1,118952,118965,21,121,1.156003,6.071429,1,12,0,1
2217,14,1,118966,118979,5,82,1.007681,6.571429,1,11,0,2
2218,58,1,118980,119037,6,452,0.972913,2.62069,5,17,0,36
2219,3,1,119038,119040,51,78,0.55297,19.666667,2,0,0,1
2220,4,1,119041,119044,1,104,0.78998,15.0,2,1,0,1
2221,55,1,119045,119099,8,113,0.859984,3.4,1,6,0,48
2222,1,1,119100,119100,11,11,0.0,59.0,0,0,0,1
2223,39,1,119101,119139,3,84,0.870926,3.307692,1,8,0,30
2224,4,1,119140,119143,6,65,0.566748,14.75,3,0,0,1
2225,14,1,119144,119157,16,29,0.908913,6.642857,0,5,0,9
2226,7,1,119158,119164,31,67,0.838096,10.0,0,1,0,6
2227,11,1,119165,119175,35,231,0.922003,5.909091,4,4,0,3
2228,10,1,119176,119185,21,40,1.013053,7.5,0,4,0,6
2229,14,1,119186,119199,10,165,0.850521,5.357143,4,4,0,6
2230,12,1,119200,119211,22,92,0.980655,6.083333,3,8,0,1
2231,3,1,119212,119214,85,87,0.69203,20.333333,0,2,0,1
2232,40,1,119215,119254,13,202,0.994822,3.475,3,10,0,27
2233,2,1,119255,119256,13,39,0.41521,29.5,1,0,0,1
2234,10,1,119257,119266,28,236,1.040377,6.4,3,5,0,2
2235,15,1,119267,119281,16,171,1.030008,5.866667,1,7,0,7
2236,2,1,119282,119283,43,47,0.387208,29.5,1,0,0,1
2237,18,1,119284,119301,15,231,0.878727,4.666667,5,3,0,10
2238,14,1,119302,119315,71,151,0.983564,5.5,1,8,0,5
